@RELATION tsla_45

@ATTRIBUTE sma_9 REAL
@ATTRIBUTE sma_22 REAL
@ATTRIBUTE sma_55 REAL
@ATTRIBUTE sma_200 REAL
@ATTRIBUTE MACD_12_26_9 REAL
@ATTRIBUTE MACD_20_80_2 REAL
@ATTRIBUTE MACD_40_80_2 REAL
@ATTRIBUTE MACD_1_68_2 REAL
@ATTRIBUTE MACD_21_81_2 REAL
@ATTRIBUTE rsi_7 REAL
@ATTRIBUTE rsi_14 REAL
@ATTRIBUTE rsi_21 REAL
@ATTRIBUTE rsi_44 REAL
@ATTRIBUTE cci_44 REAL
@ATTRIBUTE adx_44 REAL
@ATTRIBUTE wma_22 REAL
@ATTRIBUTE wma_220 REAL
@ATTRIBUTE vwap REAL
@ATTRIBUTE ema_9 REAL
@ATTRIBUTE ema_22 REAL
@ATTRIBUTE ema_55 REAL
@ATTRIBUTE ema_200 REAL
@ATTRIBUTE trix_10 REAL
@ATTRIBUTE trix_40 REAL
@ATTRIBUTE class {1,0}

@DATA
927.296511,935.721364,857.303396,777.025318,13.298068,74.096252,45.371664,64.114446,73.764357,43.231934,58.313681,62.335181,63.374066,39.592133,21.522413,930.291533,796.27087,778.531837,927.534538,919.69558,873.192519,798.161559,0.090831,0.307675,0
926.321911,933.721986,860.138024,777.906534,11.621032,72.043341,44.867053,58.281403,71.831369,37.229244,55.43701,60.536232,62.539005,37.34913,21.627128,928.829397,797.578756,779.142746,925.808991,919.62699,874.825172,799.363004,0.065977,0.309367,1
925.648722,932.021082,862.890676,778.80229,10.327302,70.197364,44.390955,58.449832,70.08496,41.563404,56.51136,61.086127,62.773485,34.975132,21.719943,927.707485,798.897109,779.658428,924.811193,919.73073,876.467844,800.571531,0.04377,0.310442,1
924.732989,930.690191,865.549918,779.706534,9.031547,68.25792,43.846135,54.75379,68.243504,38.306147,54.981008,60.140122,62.343433,30.149387,21.787232,926.554209,800.189989,779.979605,923.600634,919.64618,877.978221,801.74752,0.023344,0.310909,0
923.45,929.333536,868.230958,780.585395,7.78609,66.273386,43.249423,51.616693,66.352784,35.821918,53.772937,59.394005,62.007033,27.989002,21.869892,925.377853,801.461603,780.9001,922.312927,919.430173,879.377646,802.895924,0.004495,0.31079,0
922.481078,928.037277,870.831498,781.48111,6.805144,64.440248,42.668978,51.137792,64.598431,38.798764,54.476272,59.737427,62.144134,23.883566,21.926747,924.410563,802.735961,781.358672,921.492282,919.324045,880.764505,804.043325,-0.011199,0.310146,0
920.814422,926.834341,873.210905,782.349914,5.52751,62.289483,41.948774,44.402737,62.539391,30.460611,50.246614,57.123887,60.981972,16.551568,21.972258,923.085591,803.954509,781.722714,919.753845,918.756745,881.908633,805.125482,-0.027248,0.308939,0
918.719967,925.337064,875.55918,783.19724,4.411656,60.199252,41.214429,42.484348,60.531271,29.587178,49.749187,56.810919,60.842106,12.506186,22.010786,921.808683,805.160764,781.974395,918.233056,918.182237,882.988678,806.190401,-0.04236,0.307212,0
917.0908,923.85955,878.08604,784.045991,3.475983,58.203363,40.480145,41.11717,58.60672,29.380165,49.635988,56.740896,60.811436,6.430164,22.024863,920.649817,806.359258,782.281446,916.988465,917.645529,884.025158,807.243334,-0.055488,0.305012,0
915.717456,922.645914,880.725573,784.836096,2.593998,56.208621,39.717165,38.594981,56.678714,27.245065,48.477726,56.03182,60.505723,-1.755258,22.009745,919.500291,807.538566,782.511098,915.718772,917.036353,884.975688,808.272156,-0.066955,0.302366,0
914.764367,921.593595,883.433191,785.630471,1.848614,54.294299,38.953994,37.1743,54.822371,26.740937,48.204158,55.865802,60.435191,-6.990086,22.002289,918.429255,808.708313,782.998739,914.640818,916.453105,885.881163,809.287647,-0.076323,0.299316,0
913.777967,920.953736,886.080778,786.439683,1.372261,52.591202,38.237922,37.663419,53.16171,33.983302,49.779411,56.565229,60.678391,-8.523647,22.000024,917.59002,809.885955,783.236208,914.101134,916.06087,886.811922,810.309087,-0.082228,0.295929,0
913.027356,920.307727,888.803069,787.225149,0.988238,50.968949,37.529001,36.630472,51.57499,34.261813,49.8407,56.592253,60.687658,-17.130623,21.97271,916.811687,811.057338,783.514339,913.681487,915.708003,887.711599,811.320966,-0.085192,0.292243,0
912.584167,919.753336,891.567495,788.018816,0.769477,49.500156,36.854305,36.705292,50.131203,39.870767,51.078306,57.13283,60.870135,-20.419237,21.971301,916.19131,812.232505,783.92679,913.57987,915.487602,888.620949,812.334423,-0.085016,0.288309,0
912.178644,919.157055,894.468142,788.858768,0.699925,48.185478,36.217381,36.987779,48.831761,46.097302,52.563843,57.785266,61.088957,-41.956643,21.889029,915.739716,813.413218,784.358263,913.775896,915.406941,889.547344,813.351593,-0.08172,0.284175,0
911.625211,918.290714,897.220673,789.630481,0.099729,46.436524,35.420483,29.370255,47.122599,29.262097,45.385523,53.628352,59.436402,-72.736451,21.795746,914.753815,814.525912,784.804994,912.584557,914.747138,890.19991,814.291569,-0.08091,0.279771,0
910.899667,917.318895,899.672298,790.394343,-0.547081,44.628865,34.585536,26.383488,45.355939,25.754987,43.317681,52.341419,58.904715,-101.147149,21.691778,913.652014,815.611856,785.081101,911.191645,913.953474,890.750628,815.20031,-0.082493,0.275102,0
910.289522,916.31025,902.073004,791.184437,-0.975907,42.992206,33.790923,26.491497,43.748276,29.690903,44.426422,52.82611,59.0578,-104.833859,21.598988,912.712875,816.699177,785.360728,910.257076,913.30698,891.313777,816.108952,-0.084176,0.27022,0
909.773967,915.358886,904.608222,791.962271,-1.342147,41.410283,33.000537,25.219865,42.190898,28.687668,43.895413,52.503223,58.928213,-113.613168,21.483431,911.816332,817.775037,785.59552,909.405661,912.671591,891.838285,817.00339,-0.085608,0.265152,0
908.8588,914.190364,907.248989,792.75483,-1.925501,39.64132,32.133394,20.694615,40.45616,22.223846,40.033957,50.087574,57.948752,-121.388988,21.370523,910.662733,818.808834,785.959117,907.943029,911.75167,892.204507,817.850048,-0.088831,0.259875,0
908.098678,913.01315,909.799858,793.569531,-2.120583,38.19939,31.362694,23.01636,39.028028,35.093543,44.091537,51.873764,58.492064,-82.675794,21.394164,909.87238,819.863514,786.553339,907.374683,911.173377,892.665107,818.718219,-0.09026,0.254468,0
908.870578,912.662123,912.067709,794.475973,-1.14452,37.814152,30.943518,35.796508,38.596054,65.298482,58.079803,58.95624,60.871835,-54.136408,21.417263,910.388628,821.036995,787.25249,909.689746,911.849605,893.603853,819.715551,-0.080951,0.249151,0
908.311056,911.986559,914.103667,795.327122,-1.229274,36.622514,30.256906,24.260028,37.408129,46.139764,48.027824,52.622149,58.20713,-94.881352,21.385665,909.9952,822.105375,787.83695,909.379337,911.52683,894.122919,820.595373,-0.073168,0.243769,0
907.145256,911.312059,915.907991,796.151111,-1.606333,35.197749,29.48543,19.604906,36.000867,40.968771,44.89421,50.483342,57.242465,-118.070548,21.284361,909.306612,823.130076,788.481651,908.31703,910.878219,894.478093,821.425944,-0.069136,0.238284,0
905.992411,910.249495,917.733093,796.984985,-2.41187,33.390419,28.574622,12.604454,34.232282,33.901401,40.307972,47.211418,55.705693,-149.737635,21.132429,908.100659,824.087995,788.6818,906.142344,909.709991,894.584004,822.182339,-0.07146,0.232632,0
904.877844,909.196336,919.635853,797.735279,-3.163456,31.586228,27.65054,10.438167,32.464417,32.127947,39.109435,46.330639,55.280717,-146.012494,20.983977,906.825825,825.022709,788.924627,904.031655,908.48207,894.619893,822.912752,-0.077872,0.226824,0
903.8202,908.279877,920.958898,798.435293,-3.603689,30.019443,26.793928,11.50581,30.918348,35.080863,40.550411,47.117003,55.544613,-146.148395,20.758204,905.765274,825.963755,789.300368,902.625324,907.483629,894.704897,823.649939,-0.084581,0.220917,0
901.985144,906.974186,922.284224,799.110515,-4.507059,28.03609,25.785907,3.874649,28.978633,27.735835,35.725903,43.556181,53.814795,-162.540829,20.531317,904.130893,826.83029,789.516196,899.997159,905.918488,894.518454,824.305009,-0.095331,0.21484,0
901.321522,906.215995,922.436767,799.847395,-4.634146,26.688113,24.979515,10.20541,27.63539,40.339846,42.227921,47.243901,55.078036,-143.313988,20.305933,903.187042,827.750835,789.823025,899.221707,905.066437,894.575649,825.019585,-0.102431,0.208725,0
899.522711,905.159727,922.716291,800.550605,-5.255894,24.927376,24.027681,2.910625,25.903307,33.159745,37.779799,43.974364,53.453748,-177.6603,20.02956,901.682347,828.599821,790.069947,897.159766,903.661703,894.373376,825.655331,-0.111071,0.2025,0
896.216689,904.122714,921.536215,801.276428,-5.660483,23.335065,23.12253,3.101833,24.328534,33.690832,38.055063,44.133841,53.508958,-153.055042,19.81777,900.294179,829.445769,790.365613,895.566973,902.403798,894.188462,826.287574,-0.11897,0.196206,0
894.450911,903.286609,920.283215,802.017584,-5.669665,22.090262,22.328411,5.973422,23.080773,39.586419,41.057562,45.868585,54.107246,-118.587542,19.671671,899.261395,830.313652,790.730641,894.902718,901.520486,894.119078,826.943874,-0.12306,0.189915,0
893.636444,902.668818,919.114809,802.775201,-5.253919,21.256762,21.672993,10.16198,22.221729,47.450667,45.245538,48.343496,54.979918,-83.588155,19.605799,898.691916,831.216338,791.479039,895.269695,901.104582,894.212596,827.638339,-0.120998,0.183711,0
893.474933,901.943709,918.042911,803.535354,-4.927956,20.418537,21.020827,9.141499,21.360827,46.304167,44.679447,47.961162,54.802537,-116.127117,19.492071,898.111149,832.106424,791.851131,895.413756,900.659836,894.276075,828.318455,-0.115508,0.177594,0
892.893222,900.959645,916.724009,804.264511,-5.066048,19.233216,20.254695,3.403405,20.17498,38.325178,40.578278,45.141335,53.472292,-139.741497,19.271089,897.103305,832.939679,792.197542,894.401705,899.763633,894.135983,828.935719,-0.111665,0.171499,0
891.4872,899.6493,915.38048,804.94754,-5.595754,17.718211,19.374812,-2.528808,18.678872,31.676243,36.728265,42.360376,52.09389,-151.456087,19.023992,895.658623,833.712651,792.52218,892.390524,898.422952,893.786334,829.487063,-0.112398,0.165364,0
891.715589,898.602936,914.353244,805.701531,-5.3731,16.847199,18.708483,4.530163,17.78908,44.785725,43.594625,46.495497,53.560023,-116.467232,18.824994,894.953466,834.545345,793.320078,892.220419,897.824434,893.706108,830.104505,-0.110125,0.159316,0
889.997822,897.368427,913.146907,806.387188,-6.005344,15.271433,17.805684,-6.165784,16.236739,33.632291,37.075192,41.750082,51.139308,-214.892648,18.467142,893.393211,835.273873,793.836454,889.908335,896.331875,893.240175,830.607545,-0.113,0.153222,0
885.9795,894.965114,911.438175,806.930585,-8.658926,11.875867,16.274284,-33.090896,12.967205,19.438475,26.274516,32.762875,45.717755,-253.584025,18.122528,889.513096,835.744358,794.319971,882.476088,892.541894,891.793994,830.827839,-0.136428,0.146739,0
884.405678,893.533868,910.270296,807.576917,-8.8616,10.423702,15.370763,-10.493361,11.52097,41.835365,40.981211,43.021234,50.04216,-152.486127,17.735524,887.779729,836.412303,794.845334,880.98715,891.019243,891.19533,831.267676,-0.15346,0.140251,0
882.921178,892.301377,909.066573,808.196756,-8.611978,9.389641,14.606857,-6.44711,10.469083,44.864863,43.084885,44.553851,50.736298,-138.697706,17.496144,886.505932,837.109717,795.837675,880.56676,889.964109,890.755682,831.741482,-0.162034,0.13384,0
882.6207,891.93505,908.148716,808.906922,-7.109868,9.523731,14.245469,8.448787,10.520566,55.319141,50.513489,50.082807,53.34241,-46.91028,17.20204,886.656534,837.938593,796.56066,883.260068,890.317951,890.87274,832.361301,-0.154103,0.127727,0
882.915989,891.6417,907.445218,809.588829,-5.483884,9.945183,14.004193,12.684447,10.849839,58.085864,52.535392,51.622267,54.098889,3.192332,16.848929,887.240234,838.802796,797.40275,886.337575,891.042269,891.150414,833.020866,-0.133746,0.121959,0
885.135144,891.249695,907.024235,810.326133,-3.215869,11.117561,14.044807,23.65658,11.894646,64.452612,57.269602,55.279106,55.947635,35.324754,16.503883,888.864947,839.766072,798.224556,891.13524,892.719106,891.835252,833.79007,-0.099645,0.116669,0
887.4008,891.095105,906.637278,811.027054,-1.848148,11.73165,13.93093,17.543688,12.423144,59.508397,54.483019,53.260557,54.865984,39.123285,16.185728,890.03773,840.67173,798.94744,893.855532,893.764114,892.296018,834.496007,-0.064097,0.111738,0
889.989689,891.58475,906.430458,811.806254,0.050451,12.958703,14.051883,26.845626,13.536392,65.047513,58.403022,56.28357,56.423496,54.607819,15.841159,892.102504,841.661661,800.175465,898.052425,895.5968,893.101161,835.29545,-0.023652,0.10727,0
894.479933,892.658777,906.352316,812.596278,2.034539,14.45067,14.297299,32.119049,14.908296,68.121768,60.643159,58.037451,57.351958,147.018964,15.612218,894.66663,842.701028,802.047358,902.65638,897.812052,894.100126,836.14895,0.020288,0.103301,0
902.1747,893.859282,906.249076,813.389073,3.63985,15.798686,14.530108,32.088969,16.153722,68.591781,60.978352,58.298381,57.489862,69.163119,15.343325,897.21804,843.742041,803.459121,906.525104,899.915352,895.09655,837.003189,0.062785,0.099788,0
904.093444,893.64565,905.620375,814.058992,2.486869,14.855823,14.013147,2.319821,15.246893,44.557572,47.19305,48.23912,51.986487,-73.033026,15.245238,897.082459,844.507385,804.599603,903.680103,899.253156,894.996677,837.553407,0.080355,0.096285,0
902.957311,892.699082,904.559647,814.589664,-0.330623,12.321153,12.947199,-20.7023,12.83629,33.787849,39.565062,42.171403,48.228175,-201.564634,15.306389,894.909794,845.052885,805.340225,896.676083,896.592882,894.056082,837.862925,0.066356,0.092491,0
897.564378,890.398036,903.0467,815.007574,-4.382061,8.42145,11.38471,-42.593939,9.129039,26.590809,33.825409,37.349076,44.970294,-230.493107,15.434543,890.805257,845.383813,807.606995,886.440246,892.149753,892.321825,837.938885,0.020369,0.088158,0
884.413533,885.460673,900.380518,815.083589,-12.708016,0.360327,8.350648,-104.676177,1.483282,15.778065,23.529799,27.929977,37.648198,-521.640426,15.871132,881.230645,845.120459,807.386796,865.210197,882.422818,888.320688,837.365265,-0.083057,0.082521,0
869.888733,880.479168,897.686022,815.159077,-19.141208,-6.802319,5.509235,-102.309464,-5.346884,15.701155,23.449196,27.852415,37.582235,-428.67103,16.317519,872.025604,844.849393,807.239648,848.088698,873.481938,884.437903,836.790513,-0.209089,0.075786,0
855.384656,875.113455,894.835113,815.195577,-24.394308,-13.487944,2.736382,-104.590072,-11.752208,15.042434,22.791632,27.229701,37.060208,-363.315726,16.76842,862.783937,844.528019,807.107236,833.310958,864.848726,880.500835,836.167721,-0.33946,0.068077,0
