@RELATION tsla_45

@ATTRIBUTE sma_9 REAL
@ATTRIBUTE sma_22 REAL
@ATTRIBUTE sma_55 REAL
@ATTRIBUTE sma_200 REAL
@ATTRIBUTE MACD_12_26_9 REAL
@ATTRIBUTE MACD_20_80_2 REAL
@ATTRIBUTE MACD_40_80_2 REAL
@ATTRIBUTE MACD_1_68_2 REAL
@ATTRIBUTE MACD_21_81_2 REAL
@ATTRIBUTE rsi_7 REAL
@ATTRIBUTE rsi_14 REAL
@ATTRIBUTE rsi_21 REAL
@ATTRIBUTE rsi_44 REAL
@ATTRIBUTE cci_44 REAL
@ATTRIBUTE adx_44 REAL
@ATTRIBUTE wma_22 REAL
@ATTRIBUTE wma_220 REAL
@ATTRIBUTE vwap REAL
@ATTRIBUTE ema_9 REAL
@ATTRIBUTE ema_22 REAL
@ATTRIBUTE ema_55 REAL
@ATTRIBUTE ema_200 REAL
@ATTRIBUTE trix_10 REAL
@ATTRIBUTE trix_40 REAL
@ATTRIBUTE class {1,0}

@DATA
644.6043,644.475291,683.351045,798.901338,-8.995876,-51.006873,-34.048694,-47.903305,-51.036031,24.713387,24.714657,26.175044,31.027367,-60.451157,34.378682,644.532288,760.723151,788.771259,644.568301,651.0836,679.984833,751.296619,-0.139843,-0.247271,0
644.399611,644.425309,681.85648,798.31109,-8.483142,-50.188379,-33.767056,-46.367792,-50.255121,26.407018,25.135695,26.378859,31.089278,-59.622325,34.542383,644.435341,759.342895,788.67213,644.326721,650.412017,678.676818,750.222627,-0.125431,-0.247473,0
644.012122,644.304632,680.327133,797.687027,-8.132155,-49.478457,-33.509612,-46.818039,-49.574001,20.100066,23.422758,25.479452,30.744812,-58.428874,34.682699,644.182062,757.950828,788.531635,643.763897,649.638155,677.349524,749.140935,-0.114408,-0.247501,0
643.887322,644.209745,678.858165,797.089777,-7.659655,-48.642942,-33.198755,-44.184887,-48.772564,33.089567,27.203117,27.325705,31.298503,-56.343199,34.820732,644.053555,756.575336,788.468332,643.576477,649.045863,676.11657,748.083083,-0.104305,-0.247333,0
643.436889,644.078241,677.281347,796.490461,-7.32661,-47.901324,-32.907952,-44.418851,-48.057375,27.110755,25.596152,26.509032,30.997661,-57.090554,34.965219,643.797655,755.190281,788.36464,643.114562,648.369432,674.871939,747.020235,-0.096406,-0.246995,0
643.146978,644.036714,675.725485,795.927943,-6.882156,-47.045803,-32.568324,-41.913793,-47.233095,37.487246,29.198294,28.313233,31.538648,-52.686798,35.08832,643.662225,753.821252,788.25761,642.995809,647.860855,673.716541,745.98044,-0.088665,-0.246467,1
642.832533,643.95035,674.135735,795.355793,-6.497054,-46.216982,-32.226558,-41.204605,-46.43194,35.114386,28.582498,28.013981,31.433961,-54.14813,35.225558,643.48512,752.45222,788.15743,642.796648,647.351216,672.583807,744.945809,-0.081636,-0.24576,1
642.421878,643.828514,672.522469,794.706942,-6.200238,-45.446743,-31.894514,-40.971184,-45.684255,30.870936,27.405777,27.43672,31.232495,-55.582029,35.364323,643.229472,751.079122,788.07728,642.439398,646.79984,671.456186,743.911626,-0.076039,-0.244893,1
642.100767,643.675786,670.935196,794.040542,-5.881907,-44.646821,-31.543483,-39.599509,-44.907213,32.652998,28.01414,27.735605,31.318749,-55.221702,35.505731,643.000906,749.712817,788.007946,642.191518,646.312898,670.375607,742.889619,-0.071084,-0.243865,0
641.684544,643.462741,669.407875,793.405042,-5.704036,-43.958503,-31.22167,-40.13835,-44.23401,25.712886,25.884868,26.680851,30.954962,-58.710859,35.652521,642.634576,748.335791,787.952264,641.645815,645.717254,669.271586,741.860499,-0.068104,-0.242706,1
641.223389,643.229105,667.855875,792.816841,-5.519857,-43.265592,-30.891603,-39.220586,-43.555685,24.834254,25.581435,26.52692,30.901492,-60.659147,35.805779,642.264773,746.961571,787.883662,641.158652,645.151406,668.197958,740.839101,-0.066297,-0.24142,1
640.837544,642.908423,666.256238,792.183023,-5.405987,-42.634951,-30.576365,-39.219844,-42.935316,21.035313,24.177165,25.805634,30.651087,-65.358775,35.95768,641.813546,745.581734,787.810692,640.534921,644.533023,667.120888,739.816224,-0.065984,-0.240027,1
640.315222,642.5837,664.719073,791.402562,-5.248313,-41.972141,-30.245012,-37.999627,-42.284187,22.036015,24.503171,25.960478,30.693257,-70.357243,36.113687,641.397675,744.207887,787.73429,640.053117,643.975882,666.085353,738.80438,-0.066047,-0.238523,1
639.898556,642.249655,663.227744,790.609346,-5.113551,-41.331525,-29.915847,-37.489536,-41.653441,19.984043,23.728214,25.564214,30.558521,-77.305843,36.270739,640.957083,742.833666,787.651004,639.545874,643.414231,665.065051,737.796545,-0.066485,-0.236917,1
639.373133,641.912809,661.688893,789.774156,-4.927748,-40.649631,-29.56781,-36.135757,-40.983365,23.654232,24.878109,26.098046,30.699065,-83.486219,36.429995,640.569461,741.46736,787.54832,639.195099,642.925342,664.091013,736.801475,-0.066439,-0.235204,1
638.792,641.538709,660.178304,788.97269,-4.807563,-40.024436,-29.233936,-36.080915,-40.366185,19.797947,23.469451,25.38925,30.464752,-96.917779,36.58563,640.122243,740.097345,787.424505,638.710039,642.390077,663.115256,735.806134,-0.06669,-0.233402,1
638.5454,641.304209,658.588393,788.21196,-4.497378,-39.23604,-28.840289,-33.072477,-39.594846,41.390127,31.666516,29.363188,31.521711,-86.704062,36.6734,639.883312,738.751089,787.325159,638.726231,642.077114,662.246532,734.84081,-0.064795,-0.231477,1
638.524333,641.108282,657.211696,787.295849,-4.026058,-38.291506,-28.386891,-29.958785,-38.675306,56.191134,39.313735,33.441257,32.671032,-58.225224,36.721024,639.857763,737.430529,787.266234,639.183065,641.984356,661.488099,733.907174,-0.059423,-0.229396,0
638.720667,640.931009,655.858665,786.419041,-3.593391,-37.352491,-27.926777,-28.877179,-37.759387,57.40744,40.025273,33.837204,32.785191,-52.018865,36.772533,639.868347,736.117754,787.191703,639.592452,641.91876,660.764595,732.985013,-0.052048,-0.227166,0
639.018444,640.797373,654.606671,785.189841,-3.160807,-36.389486,-27.45038,-27.39929,-36.819416,61.115611,42.207278,35.053676,33.133678,-40.029422,36.813091,639.951738,734.816782,787.111792,640.051962,641.916259,660.090503,732.078595,-0.043282,-0.224787,0
639.322889,640.618905,653.3306,784.02605,-2.874414,-35.532444,-27.002086,-27.682934,-35.977935,52.354641,39.610471,33.953763,32.840808,-33.581739,36.813323,639.950227,733.51116,787.031888,640.197569,641.817454,659.400842,731.170151,-0.035295,-0.222287,0
639.867122,640.57045,652.123893,782.47067,-2.438267,-34.534308,-26.499611,-24.701573,-35.002569,64.208746,46.711899,38.069367,34.046135,34.711161,36.748023,640.159366,732.230975,786.933707,640.762855,641.922371,658.815955,730.293075,-0.026115,-0.219639,0
640.599689,640.611405,650.811889,780.885417,-1.982137,-33.495707,-25.97537,-22.931064,-33.987649,68.538178,49.774421,39.966041,34.626854,60.954241,36.684207,640.467153,730.965488,786.805983,641.432284,642.1126,658.290742,729.435532,-0.015905,-0.216838,0
641.479467,640.718205,649.215998,779.308967,-1.474547,-32.387581,-25.419185,-20.712772,-32.905707,73.861847,53.951899,42.67573,35.482808,85.548646,36.618302,640.910509,729.719507,786.634306,642.287827,642.425417,657.84143,728.602442,-0.004423,-0.213872,0
642.349867,640.858695,647.970595,777.757262,-1.148334,-31.411652,-24.899236,-21.186927,-31.946761,65.148337,50.81966,41.324275,35.1572,47.306469,36.584014,641.248352,728.468307,786.482546,642.750942,642.614807,657.368643,727.766631,0.005743,-0.210778,0
642.807056,640.862282,646.867971,776.157325,-1.015096,-30.596371,-24.427767,-22.221304,-31.138349,53.982566,46.392462,39.322849,34.658184,-16.434877,36.587502,641.426353,727.206537,786.270287,642.781894,642.640102,656.852109,726.922243,0.012674,-0.207598,1
642.743678,640.824695,645.839244,774.568326,-1.095834,-29.978948,-24.020345,-23.971439,-30.516326,42.026681,40.854166,36.623977,33.942562,-89.822286,36.629031,641.389632,725.927065,786.118759,642.313515,642.448789,656.265963,726.061724,0.014838,-0.204384,1
642.346056,640.603359,644.790613,773.016393,-1.369054,-29.560349,-23.68061,-25.984386,-30.082473,32.673459,35.691202,33.869756,33.15083,-124.587738,36.679235,641.113694,724.627128,786.005939,641.381092,642.031624,655.601157,725.182019,0.011501,-0.201186,1
642.002722,640.457905,643.735158,771.47535,-1.475888,-29.040425,-23.309236,-24.115908,-29.554577,39.05797,39.088309,35.948257,33.801297,-126.246796,36.744867,640.95688,723.343061,785.875496,640.864874,641.750614,655.001115,724.322496,0.00645,-0.197981,1
641.5286,640.253473,642.866922,769.924278,-1.725217,-28.67469,-22.991719,-25.637703,-29.172979,32.125349,35.129289,33.736345,33.144521,-146.613292,36.809007,640.613836,722.043878,785.820639,639.994479,641.29516,654.340822,723.448769,-0.001281,-0.194808,1
640.795933,640.036655,642.611467,768.410104,-1.907513,-28.290375,-22.671452,-24.975079,-28.775363,31.890864,34.991651,33.657704,33.120664,-152.59995,36.891942,640.28136,720.749295,785.643491,639.281583,640.872103,653.70115,722.582911,-0.009876,-0.191664,1
639.845411,639.859032,642.2972,766.862431,-2.098376,-27.946428,-22.368095,-25.10051,-28.417091,29.311011,33.507499,32.812244,32.865392,-174.148339,37.001705,639.891677,719.451749,785.433679,638.536326,640.409772,653.053084,721.716964,-0.018959,-0.18856,1
638.602633,639.646077,642.054382,765.312479,-2.306188,-27.649889,-22.084538,-25.373395,-28.104858,26.432528,31.805036,31.825748,32.563053,-160.701869,37.098169,639.427848,718.150196,785.341199,637.734061,639.898053,652.391366,720.849382,-0.028372,-0.185508,1
637.591144,639.530623,641.828018,763.803279,-2.364945,-27.254412,-21.771386,-23.691195,-27.700761,33.495932,35.146035,33.798936,33.158173,-129.363025,37.166061,639.06732,716.864036,785.262554,637.287249,639.515613,651.788103,720.000135,-0.036066,-0.182483,1
636.987067,639.500764,641.700909,762.323224,-2.226958,-26.702438,-21.40721,-21.092566,-27.149963,45.559673,41.361985,37.618788,34.354669,-105.704804,37.204359,638.888048,715.602303,785.148748,637.323599,639.337647,651.276707,719.178929,-0.040087,-0.17945,1
636.364844,639.379086,641.531318,760.867327,-2.30319,-26.338039,-21.106899,-23.033984,-26.776129,35.682621,36.374556,34.809313,33.534949,-145.833628,37.258393,638.482764,714.323663,785.012437,636.826879,638.946547,650.689682,718.339736,-0.043973,-0.176453,1
636.059133,639.247632,641.34924,759.410752,-2.331883,-25.950317,-20.801423,-22.308072,-26.381208,36.044263,36.561603,34.92551,33.571945,-129.985245,37.306581,638.093279,713.052239,784.862693,636.441503,638.594674,650.125764,717.50949,-0.04713,-0.173488,1
635.661911,639.177414,641.186785,757.960027,-2.301863,-25.524231,-20.485139,-21.345881,-25.950831,38.195531,37.625797,35.577116,33.776149,-109.290305,37.32408,637.743485,711.790175,784.7888,636.198203,638.301659,649.593594,716.690739,-0.049026,-0.170546,1
635.606033,639.051005,641.051796,756.501686,-2.18949,-25.032843,-20.148129,-19.964914,-25.459364,43.446646,40.220976,37.169096,34.27525,-87.802321,37.298352,637.468057,710.54299,784.676845,636.160562,638.102384,649.108466,715.887945,-0.049036,-0.16761,1
635.518022,638.8068,640.901576,755.045482,-2.10618,-24.566615,-19.82017,-19.747535,-24.991775,41.534914,39.388663,36.718512,34.150477,-88.531481,37.27321,637.171266,709.299866,784.566381,636.05603,637.888081,648.627374,715.089438,-0.048067,-0.164688,1
635.638544,638.598164,640.77338,753.593682,-1.936967,-24.02674,-19.4679,-18.202089,-24.454988,48.508408,42.803857,38.811275,34.804166,-74.133818,37.231111,636.982848,708.07618,784.493125,636.172824,637.779552,648.199254,714.308846,-0.045415,-0.161761,1
635.7896,638.325186,640.615644,752.129559,-1.842587,-23.547141,-19.135838,-18.408094,-23.974933,43.987757,40.940478,37.823336,34.53979,-58.615589,37.111865,636.746877,706.855402,784.361813,636.115159,637.614765,647.759441,713.528504,-0.042509,-0.158844,1
636.072267,638.200823,640.504625,750.685129,-1.575377,-22.916214,-18.752704,-15.77762,-23.352358,57.060151,47.888112,42.227047,35.961816,-31.426245,36.99533,636.722426,705.667257,784.230584,636.500927,637.65209,647.412461,712.777415,-0.037428,-0.155901,1
636.070433,637.947573,640.379216,749.233392,-1.395256,-22.347309,-18.388921,-15.894653,-22.787751,53.17529,46.29003,41.385944,35.744297,-70.133983,36.943941,636.657355,704.487051,784.070421,636.691242,637.634734,647.056748,712.027913,-0.031928,-0.152948,1
636.118267,637.545777,640.200589,747.754744,-1.412298,-21.946677,-18.081841,-17.552692,-22.381607,41.316124,40.895975,38.427876,34.946809,-78.681248,36.89372,636.424566,703.300407,783.914919,636.407093,637.429149,646.635811,711.264158,-0.028541,-0.150026,1
636.156044,637.069868,640.018229,746.297581,-1.411988,-21.543694,-17.775909,-17.073534,-21.973794,41.169449,40.82473,38.387697,34.935666,-110.397047,36.87433,636.224064,702.126637,783.742615,636.173675,637.238788,646.228817,710.507699,-0.026466,-0.147135,1
635.943267,636.556532,639.808122,744.849131,-1.549615,-21.273586,-17.517168,-18.452707,-21.691756,32.759036,36.512151,35.899425,34.229349,-92.893797,36.702409,635.897119,700.948879,783.442233,635.60094,636.897154,645.767431,709.739562,-0.02695,-0.144306,1
636.314378,636.394909,639.701711,743.451347,-1.157959,-20.559109,-17.110528,-12.052919,-20.991741,61.147157,53.118045,47.134184,38.226688,19.083971,36.490401,636.140029,699.839148,783.281182,636.350752,637.110445,645.538237,709.039169,-0.022939,-0.14143,1
636.646344,636.312436,639.585813,742.040375,-0.895697,-19.931396,-16.730116,-12.406961,-20.372526,57.802273,51.39077,46.118584,37.943821,12.559865,36.31089,636.334002,698.735559,782.982643,636.805721,637.242198,645.291357,708.338536,-0.017358,-0.138528,1
637.1319,636.4651,639.532358,740.651633,-0.489806,-19.162407,-16.299606,-9.732052,-19.619553,65.003714,56.391718,49.845109,39.452075,96.724701,36.026618,636.742486,697.666234,782.772906,637.646577,637.569833,645.138452,707.6686,-0.009047,-0.135567,1
638.106956,636.731464,639.520344,739.289122,0.124951,-18.181277,-15.792651,-5.905761,-18.665433,73.04999,62.687688,54.852546,41.671516,149.37448,35.738811,637.455086,696.642517,782.617377,639.049262,638.186369,645.121364,707.041649,0.003533,-0.132496,1
638.840756,637.10125,639.511584,737.921315,0.604232,-17.273585,-15.303595,-5.746038,-17.778604,72.987988,62.656355,54.834004,41.666466,147.777,35.399327,638.143498,695.630811,782.319281,640.169049,638.748267,645.104465,706.420819,0.017322,-0.129334,1
639.579278,637.44985,639.498296,736.57781,0.929057,-16.470727,-14.844675,-6.112573,-16.989158,69.836261,61.133147,53.945223,41.427585,122.378253,35.103888,638.752015,694.626496,781.735557,640.95508,639.213566,645.068563,705.800703,0.029944,-0.126112,1
640.208111,637.694155,639.429636,735.221711,0.920148,-15.947113,-14.477382,-9.012736,-16.462126,54.352236,53.142585,49.129438,40.07126,59.375726,34.838308,639.054637,693.605858,781.447248,640.950064,639.362821,644.920757,705.155224,0.03765,-0.122899,1
641.011211,638.055195,639.400144,733.874,1.025363,-15.339069,-14.082149,-7.258174,-15.855891,59.350596,56.124301,51.337885,41.029442,104.895104,34.483643,639.469745,692.61133,781.286165,641.253631,639.632828,644.833155,704.531469,0.043215,-0.119675,1
642.354544,638.505195,639.43998,732.5478,1.330012,-14.559597,-13.627886,-4.20068,-15.088013,67.18088,61.171521,55.220742,42.812336,140.777935,34.107941,640.108424,691.655308,781.073297,642.082905,640.134321,644.8534,703.943096,0.049622,-0.116398,1
642.942767,638.831332,639.463318,731.219375,1.493232,-13.89087,-13.208248,-4.813009,-14.423802,63.572379,59.28745,54.055682,42.473715,116.449876,33.751852,640.642233,690.703988,780.89395,642.595124,640.526467,644.845921,703.353055,0.054915,-0.113098,1
643.551967,639.252623,639.510515,729.880205,1.561368,-13.30589,-12.815929,-5.193576,-13.838347,60.922831,57.933022,53.222267,42.231689,82.231656,33.46785,641.101108,689.759404,780.711371,642.897779,640.837939,644.819581,702.763556,0.058297,-0.109796,1
643.624478,639.560014,639.489347,728.528503,1.401852,-12.930944,-12.495443,-7.417945,-13.451105,50.038947,52.108678,49.566393,41.136943,64.494948,33.177234,641.310672,688.804255,780.591321,642.650743,640.909649,644.706832,702.155587,0.057683,-0.106545,1
643.571878,639.967359,639.542433,727.183569,1.462243,-12.391615,-12.122267,-4.752092,-12.909934,58.733741,56.899745,53.052809,42.704502,86.273453,32.88317,641.712983,687.883713,780.431683,642.957915,641.194601,644.688252,701.578781,0.056964,-0.103304,1
643.351633,640.269905,639.545073,725.824099,1.371593,-11.993834,-11.798089,-6.090875,-12.502483,52.449063,53.448321,50.834869,42.015101,39.848549,32.669508,641.947648,686.961039,780.299226,642.899532,641.322549,644.616029,700.992584,0.054477,-0.100108,1
642.8668,640.456168,639.503904,724.483682,1.051185,-11.821342,-11.553716,-8.759691,-12.308306,42.446221,47.49942,46.878341,40.719539,-0.036284,32.476717,641.901195,686.023542,780.204496,642.266765,641.184562,644.441731,700.383063,0.048159,-0.097013,1
642.722356,640.592077,639.478805,723.153732,0.779741,-11.648789,-11.315633,-8.608423,-12.115827,42.115106,47.295973,46.740869,40.673271,9.754547,32.251644,641.829355,685.096976,779.915066,641.739412,641.049383,644.269884,699.778555,0.03991,-0.094016,1
642.415111,640.765632,639.451582,721.819651,0.563985,-11.464003,-11.079376,-8.288311,-11.913414,42.467884,47.461802,46.85317,40.720652,12.142723,32.01699,641.752017,684.182886,779.770141,641.33207,640.93228,644.10677,699.180785,0.031155,-0.091113,1
642.018489,640.937741,639.494625,720.498803,0.558249,-11.123883,-10.795593,-5.982043,-11.565942,52.209768,52.179914,50.080469,42.104643,25.977358,31.808759,641.844606,683.299902,779.04479,641.431736,641.010377,644.025471,698.610134,0.024696,-0.088263,0
641.332489,640.983991,639.481171,719.180691,0.279327,-11.034661,-10.600265,-9.071647,-11.455648,39.987983,45.296533,45.508164,40.574529,-5.885007,31.612106,641.63002,682.398403,778.877438,640.839389,640.789475,643.827061,698.011725,0.016757,-0.085526,1
640.739111,641.142968,639.494407,717.849024,0.081388,-10.908957,-10.399106,-8.519339,-11.312603,41.378752,45.973695,45.966473,40.769748,21.337179,31.321258,641.437325,681.511455,778.691869,640.425111,640.613695,643.646381,697.422235,0.008879,-0.082891,0
640.946133,641.519595,639.592587,716.471903,0.304919,-10.436734,-10.085349,-3.652509,-10.844167,58.800473,55.414771,52.630268,43.785187,99.969357,30.974465,641.644528,680.679257,778.607439,641.045249,640.866921,643.642074,696.885952,0.006128,-0.080268,0
640.828467,641.96585,639.6946,715.146853,0.44481,-10.023582,-9.79171,-3.933297,-10.431146,57.175184,54.559808,52.067251,43.59521,98.424222,30.61728,641.784354,679.854782,778.43368,641.461719,641.063502,643.6237,696.351043,0.006014,-0.077671,0
640.842244,642.122214,639.785473,713.840464,0.522412,-9.659254,-9.515631,-4.147103,-10.064158,55.683859,53.805732,51.577193,43.431814,81.111552,30.268214,641.856019,679.038676,778.357237,641.727375,641.213632,643.593925,695.818098,0.007001,-0.075111,0
641.240444,642.335573,639.904558,712.569843,0.619496,-9.277693,-9.235287,-3.512745,-9.681132,57.663276,54.854273,52.314647,43.769875,92.783791,29.880466,641.960131,678.238713,778.267338,642.0458,641.396751,643.584124,695.295724,0.008959,-0.072582,0
641.680444,642.452845,639.991813,711.309849,0.710078,-8.900096,-8.957563,-3.148266,-9.301961,58.73926,55.408281,52.70017,43.9449,98.510913,29.467846,642.069212,677.452463,778.193563,642.35464,641.587468,643.584334,694.781239,0.011478,-0.070085,0
642.336811,642.496027,640.075442,710.052899,0.934094,-8.403462,-8.640461,-1.095563,-8.810674,66.093634,59.395088,55.513864,45.246528,129.087256,28.993122,642.343747,676.695791,778.109516,643.005712,641.937254,643.656679,694.291973,0.015908,-0.067587,0
642.912378,642.603405,640.180542,708.840529,1.210682,-7.84666,-8.302131,0.296098,-8.262247,70.289676,61.923911,57.35636,46.133443,139.56649,28.529187,642.73631,675.962783,778.010635,643.80667,642.378406,643.776459,693.82151,0.022213,-0.065074,0
643.881267,642.743895,640.276905,707.595879,1.427903,-7.32421,-7.973927,0.461813,-7.745578,70.818654,62.246788,57.592197,46.247576,122.179007,28.128994,643.135144,675.242306,777.837541,644.483336,642.796805,643.898371,693.357515,0.029028,-0.062553,0
644.564078,642.924955,640.352056,706.375886,1.400202,-7.006579,-7.714681,-1.762282,-7.421604,56.290825,55.814872,53.64971,45.010474,82.500506,27.778643,643.323788,674.512119,777.705653,644.569329,642.980848,643.934618,692.875483,0.033218,-0.060077,0
644.579544,642.979368,640.363711,705.148232,1.262962,-6.797882,-7.494949,-2.923319,-7.200844,49.879076,52.620713,51.619967,44.345297,73.052955,27.419203,643.38814,673.781566,777.601434,644.388463,643.04034,643.924989,692.385827,0.034235,-0.057671,1
644.873144,642.996186,640.393893,703.915853,1.308965,-6.449237,-7.231362,-0.794599,-6.849061,58.900933,57.06048,54.650916,45.728508,90.087185,27.067933,643.630804,673.081033,777.509219,644.66477,643.277701,643.990882,691.921988,0.035191,-0.055298,1
645.184556,643.039309,640.39176,702.660129,1.315947,-6.138926,-6.982384,-0.943728,-6.533665,57.897734,56.581993,54.350464,45.630815,95.608299,26.705052,643.856587,672.389843,777.440815,644.850356,643.479006,644.04809,691.461,0.035651,-0.052966,1
645.426944,643.102609,640.40808,701.407684,1.299106,-5.857134,-6.745198,-1.005416,-6.245547,57.320664,56.320282,54.189045,45.579309,92.861639,26.326788,644.070647,671.708783,777.365754,644.980485,643.654831,644.09998,691.003686,0.035499,-0.050682,0
645.789167,643.3384,640.479795,700.190166,1.378719,-5.499534,-6.484533,0.333625,-5.886429,63.44608,59.28832,56.194113,46.488085,105.331128,25.952864,644.396508,671.050942,777.305844,645.354388,643.932672,644.198195,690.564346,0.036073,-0.048423,0
645.859167,643.431736,640.585249,698.999637,1.376721,-5.214081,-6.249589,-0.268364,-5.595444,59.065218,57.398707,55.052657,46.131821,106.511485,25.53506,644.648821,670.398592,777.19516,645.53151,644.133309,644.271116,690.123308,0.036205,-0.046208,0
645.785222,643.598964,640.743315,697.773662,1.367843,-4.942522,-6.021567,-0.158629,-5.317974,59.613797,57.647652,55.216696,46.204398,94.169999,25.135872,644.902148,669.757954,777.120589,645.694208,644.32563,644.345184,689.687703,0.035963,-0.044039,0
645.656411,643.8851,640.874782,696.600516,1.320226,-4.713443,-5.810342,-0.459221,-5.080996,57.000594,56.587136,54.591911,46.014607,93.23505,24.726282,645.113603,669.125136,777.005349,645.761507,644.473897,644.405381,689.253305,0.035027,-0.041924,0
645.799967,644.183977,641.051007,695.567807,1.281803,-4.487897,-5.603178,-0.276371,-4.847935,58.164879,57.057342,54.888972,46.140301,66.250497,24.41224,645.31536,668.504613,776.931459,645.850265,644.624454,644.469663,688.824966,0.033745,-0.039862,0
645.818856,644.371809,641.185644,694.411825,1.048008,-4.445533,-5.461334,-2.569956,-4.78815,40.958435,49.291886,50.21675,44.69546,42.687504,24.106769,645.285014,667.873327,776.845599,645.447212,644.555806,644.446997,688.377305,0.02997,-0.037898,0
645.711078,644.506791,641.353729,693.241399,0.929872,-4.329619,-5.299918,-1.558435,-4.660318,48.101738,52.133557,51.96081,45.407261,63.575307,23.795067,645.322248,667.261397,776.77438,645.31777,644.57704,644.459604,687.9437,0.025881,-0.036011,0
645.725311,644.836373,641.557289,691.999836,0.900173,-4.152194,-5.121601,-0.619153,-4.475358,54.150983,54.72734,53.586233,46.084449,78.643314,23.451141,645.427814,666.668507,776.698593,645.398376,644.676497,644.504647,687.523572,0.022681,-0.034181,0
645.871533,645.202236,641.763053,690.740683,0.954092,-3.908532,-4.923596,0.46322,-4.228472,60.426746,57.65419,55.465528,46.886613,91.997685,23.098211,645.600042,666.096778,776.596777,645.682101,644.862628,644.587231,687.118531,0.021131,-0.032391,0
645.673756,645.272427,641.901253,689.414404,0.846102,-3.807573,-4.776054,-1.246569,-4.116337,48.368277,51.922455,51.953413,45.776532,53.855897,22.77092,645.588543,665.519988,776.519658,645.559681,644.88066,644.604473,686.700138,0.018864,-0.030673,0
645.529311,645.354809,642.084889,688.11542,0.741481,-3.718702,-4.636553,-1.336669,-4.016403,47.561121,51.51414,51.698217,45.694198,26.657154,22.522429,645.559637,664.952675,776.414274,645.435744,644.88582,644.616456,686.284614,0.016168,-0.02903,0
645.126133,645.351464,642.227005,686.754802,0.473683,-3.788404,-4.555113,-3.457073,-4.066775,35.862338,45.025219,47.515904,44.300352,-39.767015,22.319573,645.33021,664.375626,776.304174,644.891876,644.697175,644.548597,685.851099,0.011302,-0.027498,0
644.751611,645.321486,642.362187,685.362741,0.253972,-3.84498,-4.475432,-3.411633,-4.106186,35.608441,44.871615,47.413981,44.265325,-41.454834,22.121327,645.09617,663.808469,776.207961,644.4455,644.520029,644.481147,685.421337,0.005552,-0.02607,0
644.343244,645.273305,642.480733,683.965391,0.068569,-3.895033,-4.399249,-3.438977,-4.140683,34.95651,44.496726,47.169657,44.182974,-7.887685,21.794931,644.853432,663.250598,776.082758,644.0624,644.346983,644.411463,684.994558,-0.000335,-0.024742,0
644.651644,645.318786,642.680236,682.736944,0.248047,-3.642169,-4.224976,0.623025,-3.890661,60.741071,56.671238,54.824634,47.32871,96.270526,21.451083,644.969718,662.739813,775.984576,644.57204,644.54382,644.490004,684.612628,-0.00198,-0.023432,0
644.785322,645.272995,642.850475,681.623659,0.337375,-3.453329,-4.072842,0.015075,-3.700695,56.903064,54.755457,53.613042,46.926038,95.941486,21.085476,645.029224,662.233795,775.90102,644.858252,644.670714,644.544043,684.228453,-0.001712,-0.022154,0
644.944122,645.271177,643.055302,680.631925,0.495008,-3.197661,-3.899169,1.128295,-3.447715,62.073606,57.651242,55.555628,47.783809,104.274383,20.72818,645.192442,661.748148,775.82542,645.316602,644.886304,644.637113,683.859514,0.000659,-0.020891,0
644.892522,645.3366,643.206367,679.962238,0.549257,-3.020789,-3.752559,0.321304,-3.268741,56.671115,55.027657,53.911191,47.24091,64.083041,20.468809,645.286478,661.265241,775.717674,645.523801,645.013808,644.69838,683.48631,0.003228,-0.019661,0
644.821067,645.371232,643.333175,679.286359,0.431884,-2.993461,-3.658413,-1.557892,-3.230852,45.694766,49.230725,50.155228,45.951447,29.784296,20.215334,645.207374,660.775022,775.612073,645.304421,644.962772,644.688684,683.09766,0.003868,-0.018499,0
644.894956,645.363732,643.521075,678.643384,0.428983,-2.879196,-3.538285,-0.368784,-3.111718,52.171662,52.509988,52.285756,46.859004,70.359126,19.912386,645.227702,660.305844,775.492358,645.364537,645.018618,644.72141,682.724598,0.00447,-0.017381,0
645.359522,645.423041,643.733029,678.026586,0.524927,-2.680413,-3.391441,0.896942,-2.913182,58.3936,55.86124,54.520046,47.841705,101.659864,19.567708,645.361073,659.858662,775.345407,645.67113,645.181999,644.799127,682.36811,0.006176,-0.016284,0
645.695078,645.431177,643.957938,677.407314,0.496992,-2.584591,-3.280453,-0.311266,-2.811623,51.220389,52.147273,52.111967,47.004315,68.210058,19.23387,645.383417,659.410476,775.234075,645.672904,645.225304,644.830587,682.003054,0.007167,-0.015232,0
646.248411,645.461177,644.106302,676.79412,0.615425,-2.364857,-3.129451,1.474712,-2.593585,59.720208,56.775385,55.226018,48.3929,93.530102,18.872802,645.564184,658.988669,775.05812,646.040323,645.423973,644.92628,681.659839,0.009341,-0.014191,0
646.253344,645.480041,644.252291,676.223245,0.632995,-2.225715,-3.006189,0.60175,-2.451326,54.636708,54.153567,53.522474,47.794509,67.406397,18.534683,645.667995,658.569163,774.848246,646.163258,645.531019,644.98802,681.311533,0.01112,-0.013181,0
646.143,645.419359,644.325018,675.65422,0.508323,-2.213749,-2.927841,-1.013011,-2.429143,46.022698,49.446593,50.389527,46.659236,-3.987644,18.271578,645.627122,658.144396,774.670191,645.932607,645.485713,644.988805,680.950323,0.010929,-0.012233,0
